O/C,Status,Trade iD,Trade_Type,Trade_Date,Expected_Delivery,Up_Exp_Date,Delivery_Date,SELLER,FINAL_BUYER,WEIGHT,QUANTITY,BUY UNIT PRICE,SELL UNIT PRICE,BUY AMOUNT,SELL AMOUNT
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/4/2023,SAFE ECO,Lagelouze 2,100.00%,0.04473,6300.02,7500,281.7998946,335.475
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,1/19/2024,SAFE ECO,Lagelouze 2,100.00%,0.3345,6300,7500,2107.35,2508.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,1/19/2024,SAFE ECO,Lagelouze 2,100.00%,0.0838,6300,7500,527.94,628.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/29/2024,SAFE ECO,Lagelouze 2,100.00%,0.13714,6300,7500,863.982,1028.55
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/4/2024,SAFE ECO,Lagelouze 2,100.00%,3.6363,6300,7500,22908.69,27272.25
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/11/2024,SAFE ECO,Lagelouze 2,100.00%,4.51458,6300,7500,28441.854,33859.35
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/18/2024,SAFE ECO,Lagelouze 2,100.00%,2.1018,6300,7500,13241.34,15763.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/25/2024,SAFE ECO,Lagelouze 2,100.00%,0.1254,6300,7500,790.02,940.5
close,Pending Payable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/12/2024,SAFE ECO,Lagelouze 2,100.00%,0.04,6300,7500,252,300
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/29/2024,SAFE ECO,Lagelouze 2,100.00%,0.01575,6300.32,7500,99.23004,118.125
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,12/27/2023,SAFE ECO,Lagelouze 2,100.00%,0.1384,6300,7500,871.92,1038
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,1/19/2024,SAFE ECO,Lagelouze 2,100.00%,1.058,6300,7500,6665.4,7935
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/29/2024,SAFE ECO,Lagelouze 2,100.00%,0.12454,6300,7500,784.602,934.05
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/18/2024,SAFE ECO,Lagelouze 2,100.00%,0.288,6300,7500,1814.4,2160
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/25/2024,SAFE ECO,Lagelouze 2,100.00%,1.01012,6300,7500,6363.756,7575.9
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/13/2024,SAFE ECO,Lagelouze 2,100.00%,1.10414,6300,7500,6956.082,8281.05
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/16/2024,SAFE ECO,Lagelouze 2,100.00%,0.834463,6300,7500,5257.1169,6258.4725
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/23/2024,SAFE ECO,Lagelouze 2,100.00%,0.11744,6300,7500,739.872,880.8
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/1/2024,SAFE ECO,Lagelouze 2,100.00%,0.27901,6300,7500,1757.763,2092.575
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/13/2024,SAFE ECO,Lagelouze 2,100.00%,1.24497,6300,7500,7843.311,9337.275
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/20/2024,SAFE ECO,Lagelouze 2,100.00%,0.25245,6300,7500,1590.435,1893.375
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/20/2024,SAFE ECO,Lagelouze 2,100.00%,1.00557,6300,7500,6335.091,7541.775
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,7/15/2024,SAFE ECO,Lagelouze 2,100.00%,0.2223,6300,7500,1400.49,1667.25
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,7/23/2024,SAFE ECO,Lagelouze 2,100.00%,0.1741,6300,7500,1096.83,1305.75
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/15/2024,SAFE ECO,Lagelouze 2,100.00%,0.0429,6100,7500,261.69,321.75
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/4/2024,SAFE ECO,Lagelouze 2,100.00%,0.33398,6300,7500,2104.074,2504.85
open,Pending Contract,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,Not Delivered,SAFE ECO,Lagelouze 2,100.00%,9.9603,6100,7500,60757.83,74702.25
open,Pending Contract,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,Not Delivered,SAFE ECO,Lagelouze 2,100.00%,0.5208,6300,7500,3281.04,3906
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,1/25/2024,Iso d'OC,Lagelouze 2,100.00%,0.119,5300,7500,630.7,892.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/28/2024,Iso d'OC,Lagelouze 2,100.00%,0.4732,5300,7500,2507.96,3549
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,3/25/2024,Iso d'OC,Lagelouze 2,100.00%,0.238,5300,7500,1261.4,1785
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/4/2024,Iso d'OC,Lagelouze 2,100.00%,0.168,5300,7500,890.4,1260
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,12/27/2023,Iso d'OC,Lagelouze 2,100.00%,0.1018,5300,7500,539.54,763.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,3/18/2024,Iso d'OC,Lagelouze 2,100.00%,0.06408,5300,7500,339.624,480.6
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,3/29/2024,Iso d'OC,Lagelouze 2,100.00%,0.03703,5300,7500,196.259,277.725
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/22/2024,Iso d'OC,Lagelouze 2,100.00%,0.049,5300,7500,259.7,367.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,3/25/2024,Iso d'OC,Lagelouze 2,100.00%,0.094,3445,7500,323.83,705
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/3/2024,Iso d'OC,Lagelouze 2,100.00%,0.0336,5300,7500,178.08,252
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/16/2024,Iso d'OC,Lagelouze 2,100.00%,0.1313,5300,7500,695.89,984.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/29/2024,Iso d'OC,Lagelouze 2,100.00%,0.03382,5300,7500,179.246,253.65
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,12/31/2023,Techni Toit Isolation,Lagelouze 2,100.00%,0.1008,6000,7500,604.8,756
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/26/2024,Techni Toit Isolation,Lagelouze 2,100.00%,0.2601,6000,7500,1560.6,1950.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/2/2024,Techni Toit Isolation,Lagelouze 2,100.00%,0.136704,6000,7500,820.224,1025.28
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/22/2024,Techni Toit Isolation,Lagelouze 2,100.00%,0.3776,6000,7500,2265.6,2832
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/1/2024,Techni Toit Isolation,Lagelouze 2,100.00%,0.15708,6000,7500,942.48,1178.1
open,Pending Contract,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,Not Delivered,Techni Toit Isolation,Lagelouze 2,100.00%,0.1056,6000,7500,633.6,792
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/7/2024,ART FACADE 51,Lagelouze 2,100.00%,0.144,6200,7500,892.8,1080
open,Pending Contract,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,Not Delivered,ART FACADE 51,Lagelouze 2,100.00%,0.032,6200,7500,198.4,240
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,7/5/2024,ARTISAN PHOTOVOLTAIQUE DE FRANCE,Lagelouze 2,100.00%,0.064,6500,7500,416,480
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,8/2/2024,ARTISAN PHOTOVOLTAIQUE DE FRANCE,Lagelouze 2,100.00%,0.064,6500,7500,416,480
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/9/2024,ARTISAN PHOTOVOLTAIQUE DE FRANCE,Lagelouze 2,100.00%,6.48,6500,7500,42120,48600
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/15/2024,ARTISAN PHOTOVOLTAIQUE DE FRANCE,Lagelouze 2,100.00%,1.224,6500,7500,7956,9180
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/22/2024,ARTISAN PHOTOVOLTAIQUE DE FRANCE,Lagelouze 2,100.00%,0.096,6500,7500,624,720
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,11/26/2024,ARTISAN PHOTOVOLTAIQUE DE FRANCE,Lagelouze 2,100.00%,0.176,6500,7500,1144,1320
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/8/2024,OUSSANSAM YACINE,Lagelouze 2,100.00%,0.272,6500,7500,1768,2040
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/23/2024,OUSSANSAM YACINE,Lagelouze 2,100.00%,0.264,6500,7500,1716,1980
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,8/6/2024,QUALIFRANCE RENOV',Lagelouze 2,100.00%,0.096,6500,7500,624,720
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/10/2024,QUALIFRANCE RENOV',Lagelouze 2,100.00%,0.08,6500,7500,520,600
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,11/26/2024,QUALIFRANCE RENOV',Lagelouze 2,100.00%,0.184,6500,7500,1196,1380
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/8/2024,HABITAT ECO DEVELOPPEMENT,Lagelouze 2,100.00%,1.312,6500,7500,8528,9840
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,11/26/2024,HABITAT ECO DEVELOPPEMENT,Lagelouze 2,100.00%,1.584,6500,7500,10296,11880
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,12/11/2024,HABITAT ECO DEVELOPPEMENT,Lagelouze 2,100.00%,0.096,6500,7500,624,720
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,1/8/2024,DANACI GROUPE,Lagelouze 2,100.00%,0.3568,6500,7500,2319.2,2676
close,Pending Payable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/21/2024,DANACI GROUPE,Lagelouze 2,100.00%,0.1824,6500,7500,1185.6,1368
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/26/2024,DANACI GROUPE,Lagelouze 2,100.00%,0.1768,6500,7500,1149.2,1326
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,3/13/2024,DANACI GROUPE,Lagelouze 2,100.00%,0.2176,6500,7500,1414.4,1632
open,Pending Contract,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,Not Delivered,Direct,Lagelouze 2,100.00%,0.2812,5462.3,7500,1535.99876,2109
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/29/2024,SARL HOME ENERGY,Lagelouze 2,100.00%,1.8462,6499.84,7500,12000.00461,13846.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/13/2024,SARL HOME ENERGY,Lagelouze 2,100.00%,0.6154,6499.84,7500,4000.001536,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/22/2024,SARL HOME ENERGY,Lagelouze 2,100.00%,1.8462,6499.84,7500,12000.00461,13846.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/27/2024,SARL HOME ENERGY,Lagelouze 2,100.00%,0.6154,6499.84,7500,4000.001536,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/3/2024,SARL HOME ENERGY,Lagelouze 2,100.00%,0.6154,6499.84,7500,4000.001536,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/11/2024,SARL HOME ENERGY,Lagelouze 2,100.00%,0.6154,6499.84,7500,4000.001536,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/29/2024,SARL HOME ENERGY,Lagelouze 2,100.00%,0.7692,6500.26,7500,4999.999992,5769
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/13/2024,SARL HOME ENERGY,Lagelouze 2,100.00%,0.7692,6500.26,7500,4999.999992,5769
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/3/2024,SARL HOME ENERGY,Lagelouze 2,100.00%,0.7692,6500.26,7500,4999.999992,5769
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/14/2024,IDF Fermeture (vente secondaire),Lagelouze 2,100.00%,0.0241,6100,7500,147.01,180.75
close,Pending Payable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,9/25/2024,IDF Fermeture (vente secondaire),Lagelouze 2,100.00%,0.1301,6100,7500,793.61,975.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,3/25/2024,IDF Fermeture (vente secondaire),Lagelouze 2,100.00%,0.7692,6500.26,7500,4999.999992,5769
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,3/25/2024,IDF Fermeture (vente secondaire),Lagelouze 2,100.00%,0.6154,6499.84,7500,4000.001536,4615.5
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/16/2024,IDF Fermeture (vente secondaire),Lagelouze 2,100.00%,0.0241,6800,7500,163.88,180.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,3/25/2024,INITIATIV'ENERGIE,Lagelouze 2,100.00%,0.6154,6499.84,7500,4000.001536,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/1/2024,INITIATIV'ENERGIE,Lagelouze 2,100.00%,0.6154,7500,7500,4615.5,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/14/2024,INITIATIV'ENERGIE,Lagelouze 2,100.00%,0.0215,7500,7500,161.25,161.25
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,7/8/2024,INITIATIV'ENERGIE,Lagelouze 2,100.00%,0.6154,7500,7500,4615.5,4615.5
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,9/4/2024,INITIATIV'ENERGIE,Lagelouze 2,100.00%,0.0215,7500,7500,161.25,161.25
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/7/2024,INITIATIV'ENERGIE,Lagelouze 2,100.00%,0.6154,7500,7500,4615.5,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/1/2023,LOTUS HABITAT,Lagelouze 2,100.00%,0.0353,6500,7500,229.45,264.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/24/2023,LOTUS HABITAT,Lagelouze 2,100.00%,0.0385,6500,7500,250.25,288.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/24/2023,LOTUS HABITAT,Lagelouze 2,100.00%,0.0353,6500,7500,229.45,264.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/13/2024,LOTUS HABITAT,Lagelouze 2,100.00%,0.1632,6500,7500,1060.8,1224
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/2/2024,LOTUS HABITAT,Lagelouze 2,100.00%,0.5168,6500,7500,3359.2,3876
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/1/2024,LOTUS HABITAT,Lagelouze 2,100.00%,0.0353,6500,7500,229.45,264.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/7/2024,LOTUS HABITAT,Lagelouze 2,100.00%,0.255232,6500,7500,1659.008,1914.24
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/14/2024,LOTUS HABITAT,Lagelouze 2,100.00%,0.0215,6500,7500,139.75,161.25
close,Pending Payable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,11/7/2024,LOTUS HABITAT,Lagelouze 2,100.00%,0.0215,6500,7500,139.75,161.25
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,3/19/2024,LOTUS HABITAT,Lagelouze 2,100.00%,0.096,6500,7500,624,720
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,9/4/2024,LOTUS HABITAT,Lagelouze 2,100.00%,0.7692,6500.26,7500,4999.999992,5769
open,Pending Contract,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,Not Delivered,LOTUS HABITAT,Lagelouze 2,100.00%,0.686,6500,7500,4459,5145
open,Pending Contract,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,Not Delivered,LOTUS HABITAT,Lagelouze 2,100.00%,0.02779,6500.18,7500,180.6400022,208.425
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/8/2024,RE ENERGY,Lagelouze 2,100.00%,0.0353,6000,7500,211.8,264.75
close,Pending Payable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,11/7/2024,RE ENERGY,Lagelouze 2,100.00%,0.0215,6000,7500,129,161.25
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/26/2024,BATI ENERGIE,Lagelouze 2,100.00%,0.176,6500,7500,1144,1320
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,8/7/2024,BATI ENERGIE,Lagelouze 2,100.00%,0.16,6500,7500,1040,1200
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/21/2024,RJ55 ARTECH,Lagelouze 2,100.00%,0.6154,6800,7500,4184.72,4615.5
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/7/2024,DJM CORP,Lagelouze 2,100.00%,1.2308,6499.84,7500,8000.003072,9231
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/7/2024,DJM CORP,Lagelouze 2,100.00%,0.05258,6500,7500,341.77,394.35
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/21/2024,ECO UNIVERS,Lagelouze 2,100.00%,0.6154,6500,7500,4000.1,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/30/2024,ECO UNIVERS,Lagelouze 2,100.00%,0.6154,6500,7500,4000.1,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/11/2024,ECO UNIVERS,Lagelouze 2,100.00%,0.0156,6500,7500,101.4,117
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/29/2024,IS ECO,Lagelouze 2,100.00%,0.0918,6500,7500,596.7,688.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/7/2024,IS ECO,Lagelouze 2,100.00%,0.3691,6500,7500,2399.15,2768.25
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/27/2024,IS ECO,Lagelouze 2,100.00%,0.085,6500,7500,552.5,637.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/3/2024,IS ECO,Lagelouze 2,100.00%,0.0544,6500,7500,353.6,408
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/5/2024,IS ECO,Lagelouze 2,100.00%,0.1513,6500,7500,983.45,1134.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/5/2024,IS ECO,Lagelouze 2,100.00%,0.2482,6500,7500,1613.3,1861.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/13/2024,IS ECO,Lagelouze 2,100.00%,0.5283,6500,7500,3433.95,3962.25
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,9/4/2024,MAHAMADOU DIAGOURAGA,Lagelouze 2,100.00%,0.336,6500,7500,2184,2520
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/8/2024,MAHAMADOU DIAGOURAGA,Lagelouze 2,100.00%,0.456,6500,7500,2964,3420
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/31/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.0481,6000,7500,288.6,360.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/7/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.1369,6000,7500,821.4,1026.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/17/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.0867,6000,7500,520.2,650.25
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/27/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.6154,6500,7500,4000.1,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/31/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,3.6924,6500,7500,24000.6,27693
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/7/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,3.6924,6500,7500,24000.6,27693
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/17/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,7.3848,6500,7500,48001.2,55386
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/25/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.6154,6500,7500,4000.1,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/25/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.0931,6000,7500,558.6,698.25
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,7/8/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.0312,6000,7500,187.2,234
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,7/8/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.6154,6499.84,7500,4000.001536,4615.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/25/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,5.5386,6500,7500,36000.9,41539.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,7/8/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,10.4618,6500,7500,68001.7,78463.5
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,9/11/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.0745,6000,7500,447,558.75
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,9/11/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,2.4616,6499.84,7500,16000.00614,18462
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,7/8/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,3.077,6500,7500,20000.5,23077.5
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,9/11/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,14.1542,6500,7500,92002.3,106156.5
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/8/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,1.8462,6499.84,7500,12000.00461,13846.5
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,10/8/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,16.0004,6500,7500,104002.6,120003
open,Pending Contract,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,Not Delivered,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,0.1269,6000,7500,761.4,951.75
close,Pending Receivable,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,12/11/2024,LABEL ENERGIE (VALOREN - AXDIS),Lagelouze 2,100.00%,3.077,6500,7500,20000.5,23077.5
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/25/2024,ISOBAY,Lagelouze 2,100.00%,0.0944,5600,7500,528.64,708
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,2/28/2024,Iso d'OC,Lagelouze 2,100.00%,0.182,5300,7500,964.6,1365
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,4/29/2024,Iso d'OC,Lagelouze 2,100.00%,0.0156,5300,7500,82.68,117
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/16/2024,Iso d'OC,Lagelouze 2,100.00%,0.3241,5300,7500,1717.73,2430.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,5/21/2024,Iso d'OC,Lagelouze 2,100.00%,0.0445,5300,7500,235.85,333.75
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/1/2024,Iso d'OC,Lagelouze 2,100.00%,0.1652,5300,7500,875.56,1239
close,COMPLETED,f.2023.229,Trade,12/31/2023,3/31/2026,3/31/2026,6/3/2024,Iso d'OC,Lagelouze 2,100.00%,0.0156,5300,7500,82.68,117
